gene_id	log2FoldChange	pvalue
G15171	-0.664220833	0.430725383
G15172	2.026978467	0.430738661
G15173	-0.352087816	0.43086154
G15174	0.30142774	0.43088213
G15175	0.221860573	0.430935308
G15176	-0.977696288	0.430956154
G15177	0.17932798	0.430978469
G15178	1.580421324	0.431232809
G15179	0.702049345	0.431252021
G15180	0.472304164	0.431254046
G15181	-0.342128985	0.431267755
G15182	-0.179684766	0.431335327
G15183	-0.326940382	0.431370285
G15184	0.131349934	0.431404356
G15185	1.895609095	0.431443273
G15186	-0.97807114	0.431777554
G15187	-0.25510284	0.431791903
G15188	-0.360943331	0.43180954
G15189	-0.574065595	0.431819512
G15190	-0.62494988	0.431881917
G15191	-0.151375367	0.432062735
G15192	-0.244494629	0.432076771
G15193	1.529606312	0.432155266
G15194	-0.165004466	0.432188446
G15195	1.094624779	0.432191432
G15196	0.273798828	0.432230918
G15197	-0.756898909	0.432275336
G15198	-0.867948338	0.432294108
G15199	0.198680194	0.432299148
G15200	0.138102903	0.432447662
G15201	0.446311228	0.432455707
G15202	0.172965085	0.43246829
G15203	0.192426078	0.432486276
G15204	0.146104242	0.432503117
G15205	0.598733866	0.43256168
G15206	0.119293379	0.432568277
G15207	0.177506941	0.432608726
G15208	2.30508369	0.432618978
G15209	-0.162970624	0.432649748
G15210	-0.181929828	0.432664217
G15211	1.151063693	0.43266502
G15212	0.92202728	0.432690745
G15213	-0.173268421	0.432716366
G15214	0.154028449	0.432784458
G15215	1.281077302	0.432790202
G15216	-0.168717936	0.432821581
G15217	-0.642942905	0.432845058
G15218	0.172829334	0.432861073
G15219	0.400243901	0.432872869
G15220	0.305777202	0.432931614
G15221	0.147682108	0.432936972
G15222	-0.282854319	0.432938502
G15223	-0.654180433	0.432950367
G15224	-0.784223651	0.432954954
G15225	-0.220323757	0.432960895
G15226	-1.990084088	0.432995802
G15227	3.115210968	0.433103864
G15228	3.115210968	0.433103864
G15229	3.115210968	0.433103864
G15230	3.115210968	0.433103864
G15231	3.115210968	0.433103864
G15232	3.115210968	0.433103864
G15233	3.115210968	0.433103864
G15234	3.115210968	0.433103864
G15235	3.115210968	0.433103864
G15236	3.115210968	0.433103864
G15237	3.115210968	0.433103864
G15238	3.115210968	0.433103864
G15239	3.115210968	0.433103864
G15240	3.115210968	0.433103864
G15241	3.115210968	0.433103864
G15242	3.115210968	0.433103864
G15243	3.115210968	0.433103864
G15244	3.115210968	0.433103864
G15245	3.115210968	0.433103864
G15246	3.115210968	0.433103864
G15247	3.115210968	0.433103864
G15248	3.115210968	0.433103864
G15249	3.115210968	0.433103864
G15250	3.115210968	0.433103864
G15251	3.115210968	0.433103864
G15252	3.115210968	0.433103864
G15253	3.115210968	0.433103864
G15254	3.115210968	0.433103864
G15255	3.115210968	0.433103864
G15256	-0.967149076	0.433111287
G15257	-0.16397995	0.433117404
G15258	-0.150723768	0.433242164
G15259	-0.380058248	0.433262381
G15260	0.361255522	0.433379023
G15261	0.236178349	0.433381501
G15262	-0.206547807	0.433382344
G15263	1.062438348	0.433396449
G15264	-0.261334353	0.433406964
G15265	-0.193736368	0.433451283
G15266	-0.21358294	0.433480302
G15267	-0.178760933	0.433588411
G15268	-1.798116351	0.433589975
G15269	0.477383525	0.433693973
G15270	-0.895240084	0.43371846
G15271	0.215376913	0.433735728
G15272	1.89167708	0.433745309
G15273	-0.367109152	0.433776016
G15274	0.268944086	0.43378422
G15275	-0.152430263	0.433784663
G15276	-0.199150685	0.433806137
G15277	0.219997178	0.433879481
G15278	0.185800639	0.433902456
G15279	-0.161380491	0.433950761
G15280	0.271168267	0.433955077
G15281	0.675454698	0.433988989
G15282	-0.240551045	0.434005554
G15283	-0.277978361	0.43413776
G15284	-0.390115389	0.434158014
G15285	-1.411164932	0.434191071
G15286	0.124758649	0.434198348
G15287	-0.422467184	0.434199358
G15288	-2.890210592	0.434221948
G15289	-2.890210592	0.434221948
G15290	-2.890210592	0.434221948
G15291	-2.890210592	0.434221948
G15292	-2.890210592	0.434221948
G15293	-2.890210592	0.434221948
G15294	-1.081898494	0.434236903
G15295	-0.175740857	0.434249743
G15296	0.28903791	0.434265428
G15297	-0.148303217	0.434269776
G15298	0.425227596	0.434277819
G15299	0.138898165	0.434290114
G15300	0.153629396	0.434294627
G15301	-0.271563629	0.434309101
G15302	-0.438015895	0.434326409
G15303	0.124359459	0.434486393
G15304	-0.288798741	0.434520939
G15305	0.139060035	0.434524336
G15306	1.283166738	0.434546813
G15307	0.254517251	0.434559347
G15308	1.490579513	0.43465834
G15309	0.338120186	0.434715028
G15310	1.367337959	0.434805115
G15311	0.175141312	0.434812869
G15312	-0.138760206	0.434834175
G15313	0.397764597	0.434908465
G15314	0.721233223	0.434939842
G15315	0.209052037	0.434978189
G15316	-0.170363118	0.435005016
G15317	-0.208646959	0.435009584
G15318	-0.148071551	0.435078619
G15319	-0.608310733	0.435104751
G15320	0.560942642	0.435110945
G15321	0.379003797	0.435134416
G15322	0.241503664	0.43522917
G15323	0.209603867	0.435297212
G15324	-0.390555336	0.4353058
G15325	0.235601851	0.435313442
G15326	2.197683211	0.435316357
G15327	-0.265076029	0.435316816
G15328	-0.317262398	0.435333042
G15329	-0.612148676	0.435370164
G15330	0.384561429	0.435375147
G15331	-0.868895922	0.435375971
G15332	0.171568329	0.435402507
G15333	-0.339330344	0.435427003
G15334	-0.210730361	0.435450336
G15335	-0.232475484	0.435490324
G15336	-0.235444286	0.435523594
G15337	-0.162643983	0.435539773
G15338	-0.828604639	0.435571956
G15339	0.139406692	0.435606657
G15340	0.152977999	0.435629239
G15341	-0.148524468	0.435705388
G15342	-1.409797636	0.435775795
G15343	-0.272817639	0.435781025
G15344	0.423884038	0.435798448
G15345	-0.390502832	0.43583455
G15346	-0.378707231	0.435884724
G15347	0.640538991	0.435903851
G15348	0.144218552	0.436010108
G15349	2.034077277	0.436125367
G15350	-0.379936354	0.436167628
G15351	0.142485336	0.436169913
G15352	0.16552902	0.43630116
G15353	-0.178109827	0.436308828
G15354	-0.305158466	0.436359014
G15355	0.299439	0.436368234
G15356	0.176221665	0.436438458
G15357	-0.195356924	0.436447234
G15358	-0.236630887	0.436463921
G15359	0.184645707	0.436499272
G15360	0.196710379	0.43650363
G15361	0.216167086	0.43652909
G15362	-0.706372013	0.436544021
G15363	0.145488085	0.436563238
G15364	1.024458873	0.436599053
G15365	-0.326466192	0.436620107
G15366	-0.768270871	0.436626036
G15367	0.591933284	0.436646745
G15368	-0.243803513	0.436735361
G15369	0.166576856	0.436746342
G15370	0.138153016	0.436748628
G15371	-0.900248676	0.43675063
G15372	0.15735758	0.436837652
G15373	0.129456217	0.436845645
G15374	0.670220506	0.436918276
G15375	0.121211586	0.436946438
G15376	1.999611023	0.437012227
G15377	-0.168635286	0.437033866
G15378	-0.409546999	0.437048404
G15379	0.254293205	0.437052148
G15380	0.206983679	0.437158717
G15381	0.874514634	0.437185052
G15382	-0.209210486	0.437191008
G15383	0.238524001	0.43722983
G15384	-0.164755418	0.437231177
G15385	0.780587226	0.43726625
G15386	-0.587207983	0.437270121
G15387	-0.188468441	0.437334908
G15388	0.248622591	0.437338775
G15389	1.013829736	0.437410567
G15390	-0.213971044	0.437494933
G15391	-0.119813581	0.437541279
G15392	1.235080129	0.437600468
G15393	-0.372671019	0.437645962
G15394	0.600982043	0.43781596
G15395	0.168175055	0.437819931
G15396	-0.265226718	0.437840872
G15397	-0.19071698	0.437841508
G15398	-0.185987399	0.437876925
G15399	-0.267059665	0.437891622
G15400	-0.170739998	0.437893699
G15401	1.007103408	0.437913248
G15402	1.39464023	0.437968169
G15403	0.488681148	0.437987947
G15404	0.215814672	0.438091711
G15405	-0.527041846	0.438142983
G15406	0.25144897	0.438153031
G15407	-0.345965034	0.438168695
G15408	0.160846869	0.43818318
G15409	0.179088401	0.438222241
G15410	0.179852321	0.438340606
G15411	-0.247280885	0.438452819
G15412	0.539934309	0.43848612
G15413	0.18036616	0.438536658
G15414	0.116066032	0.438548817
G15415	0.29172423	0.438651082
G15416	-0.200019828	0.438740131
G15417	0.479523409	0.438752356
G15418	0.261722319	0.438762837
G15419	0.191989378	0.438763318
G15420	0.167658446	0.438786219
G15421	-2.873848698	0.43885716
G15422	-2.873848698	0.43885716
G15423	-2.873848698	0.43885716
G15424	-0.138884142	0.438894429
G15425	0.941962306	0.438903652
G15426	0.209787611	0.438906419
G15427	0.801082767	0.438945462
G15428	0.556455849	0.43906192
G15429	1.437978375	0.439116761
G15430	-0.300523116	0.439134245
G15431	-0.212594878	0.439151133
G15432	-0.147149357	0.439187239
G15433	0.261543611	0.43923076
G15434	0.129501571	0.439244509
G15435	-0.206512682	0.439319966
G15436	-0.295061068	0.439344414
G15437	-1.963966686	0.439345449
G15438	-0.140608662	0.439435728
G15439	-0.187913549	0.439464617
G15440	-0.278259629	0.439510621
G15441	0.139611734	0.439560647
G15442	-0.257766518	0.43959848
G15443	0.255304615	0.439613556
G15444	-0.162070366	0.439620655
G15445	-0.1504588	0.43969992
G15446	0.19632702	0.439710928
G15447	0.214889281	0.439763606
G15448	0.256524248	0.439784324
G15449	-0.122703859	0.439830354
G15450	0.274667076	0.439852608
G15451	-0.275278611	0.439880546
G15452	0.114852767	0.439955324
G15453	0.225898295	0.439962682
G15454	-0.527343422	0.43997515
G15455	-1.735713671	0.43999787
G15456	-0.984760705	0.440017652
G15457	-0.820435867	0.440048229
G15458	0.488877336	0.440080015
G15459	-0.499238715	0.440138323
G15460	0.193421121	0.440207781
G15461	-1.941498977	0.440274614
G15462	-0.256080735	0.440297109
G15463	-0.1953892	0.440429207
G15464	-0.225054978	0.440461022
G15465	-0.192941175	0.440510834
G15466	0.227496016	0.44051682
G15467	0.528587312	0.44054356
G15468	0.277163608	0.440565328
G15469	1.536345647	0.440573204
G15470	0.234209381	0.440663565
G15471	0.193230761	0.440671287
G15472	-0.218284105	0.440771054
G15473	0.145846795	0.440775151
G15474	-0.536087728	0.440820276
G15475	-0.604139081	0.440824257
G15476	1.438580193	0.440893236
G15477	0.277028725	0.440914213
G15478	0.20613166	0.44100412
G15479	0.165340354	0.44100967
G15480	1.33050209	0.441077919
G15481	0.476829893	0.441116994
G15482	0.189049713	0.441117079
G15483	-0.154479366	0.441188771
G15484	0.217801104	0.4412167
G15485	-0.447640885	0.441237962
G15486	-0.344099867	0.441282837
G15487	0.162522551	0.441307513
G15488	-0.295502866	0.44133695
G15489	-0.291675565	0.441347563
G15490	-0.294690172	0.441351346
G15491	0.143910618	0.4413517
G15492	-1.594092337	0.441441761
G15493	0.753658314	0.441518011
G15494	0.854993011	0.4415272
G15495	0.213341677	0.441561463
G15496	-0.520788038	0.441600337
G15497	-0.306967169	0.441638306
G15498	-0.159313126	0.441760797
G15499	0.744423681	0.441811998
G15500	0.169590369	0.441872925
G15501	0.167500429	0.441886643
G15502	-0.23734651	0.441910896
G15503	0.729585282	0.441933101
G15504	-0.147035055	0.441956819
G15505	-1.452453851	0.441977036
G15506	2.27196729	0.442029819
G15507	0.198611975	0.442032419
G15508	-0.22838688	0.442039798
G15509	-0.173328005	0.442106168
G15510	-0.143653419	0.442109674
G15511	0.18955785	0.442139303
G15512	0.882553524	0.442199088
G15513	0.14986113	0.442253652
G15514	-0.294915434	0.442282983
G15515	-0.145824653	0.442285566
G15516	-1.726493393	0.442303792
G15517	-0.235580448	0.442337986
G15518	-0.697549156	0.442374289
G15519	-0.168157252	0.442510556
G15520	-0.16553164	0.442553321
G15521	-0.189638186	0.44257161
G15522	-1.054285402	0.44260339
G15523	1.4761135	0.442605458
G15524	0.175088227	0.442615658
G15525	0.165300692	0.442628755
G15526	0.208232219	0.442682214
G15527	-0.394479839	0.442688073
G15528	0.11699363	0.442708655
G15529	-0.299841949	0.44273643
G15530	0.557582847	0.442745992
G15531	1.1988103	0.442749683
G15532	0.147648186	0.442793506
G15533	0.467132665	0.442808081
G15534	1.144441216	0.442853411
G15535	-0.2454097	0.442858173
G15536	-0.167601665	0.442888367
G15537	-1.230845798	0.442913331
G15538	-0.12611734	0.442926369
G15539	0.216542485	0.442938686
G15540	-1.016558109	0.442944021
G15541	-0.815132022	0.442963713
G15542	-0.289368924	0.44308429
G15543	-1.951177705	0.443114268
G15544	-0.273218964	0.443118658
G15545	0.152131721	0.443123301
G15546	1.295897105	0.443144465
G15547	0.172722401	0.44321264
G15548	0.159432286	0.443229292
G15549	0.227511716	0.443237192
G15550	0.165529541	0.443250143
G15551	-0.76061285	0.443256563
G15552	0.384425094	0.443283813
G15553	1.489432837	0.443336832
G15554	-0.470491674	0.443382849
G15555	0.446397539	0.443385185
G15556	0.274141964	0.443385546
G15557	0.196116265	0.443434111
G15558	0.114561799	0.44351743
G15559	0.196313052	0.443519973
G15560	0.219601604	0.443535621
G15561	0.402268464	0.44354715
G15562	-0.623982988	0.443568867
G15563	-0.140056418	0.443638879
G15564	-0.364772006	0.443677046
G15565	1.015286825	0.443680809
G15566	-0.199820177	0.443768731
G15567	-0.244500621	0.443785514
G15568	-1.718000173	0.443818736
G15569	2.532152107	0.44386358
G15570	0.185507958	0.444062854
G15571	-0.467505605	0.444083197
G15572	-0.314947702	0.444120689
G15573	0.347416084	0.444211731
G15574	-1.046434505	0.444283406
G15575	2.532157812	0.44430734
G15576	-0.214998285	0.44432573
G15577	-0.683207669	0.444339303
G15578	0.126752719	0.444342736
G15579	0.864542069	0.444358453
G15580	0.13270047	0.444364699
G15581	-0.202381863	0.444401166
G15582	-0.183789746	0.444463829
G15583	-0.445458714	0.444482697
G15584	-0.136825989	0.444504334
G15585	0.149239138	0.444547224
G15586	-0.669987078	0.444608479
G15587	0.244120502	0.44462476
G15588	2.893264119	0.444675705
G15589	0.297948559	0.444698258
G15590	0.872553099	0.444708263
G15591	0.234797253	0.444725658
G15592	0.818008344	0.444787494
G15593	0.133901589	0.44481581
G15594	0.17760117	0.444835118
G15595	-0.787094416	0.44484432
G15596	-3.022176645	0.44484558
G15597	-3.022176645	0.44484558
G15598	-3.022176645	0.44484558
G15599	-3.022176645	0.44484558
G15600	-3.022176645	0.44484558
G15601	-3.022176645	0.44484558
G15602	-3.022176645	0.44484558
G15603	-3.022176645	0.44484558
G15604	-3.022176645	0.44484558
G15605	-3.022176645	0.44484558
G15606	-3.022176645	0.44484558
G15607	-3.022176645	0.44484558
G15608	-3.022176645	0.44484558
G15609	-3.022176645	0.44484558
G15610	-3.022176645	0.44484558
G15611	-3.022176645	0.44484558
G15612	-3.022176645	0.44484558
G15613	-3.022176645	0.44484558
G15614	-3.022176645	0.44484558
G15615	-3.022176645	0.44484558
G15616	-0.233986109	0.444852576
G15617	0.259384706	0.444864039
G15618	0.316346105	0.444900909
G15619	0.119668366	0.44491229
G15620	-0.611266099	0.444945496
G15621	-1.063981618	0.445000998
G15622	-1.260547668	0.445002021
G15623	-0.150762864	0.445018708
G15624	-0.765432248	0.445094031
G15625	0.262691807	0.445110011
G15626	0.879041387	0.445184207
G15627	0.454860383	0.445194633
G15628	-0.310835786	0.445221445
G15629	-0.22409074	0.445277761
G15630	-0.430346332	0.445300612
G15631	0.24386269	0.445329651
G15632	-0.205297281	0.445356016
G15633	0.143626118	0.44539926
G15634	-0.295621215	0.445482607
G15635	-0.216927106	0.445528198
G15636	1.964099282	0.44556377
G15637	-1.626774596	0.445577994
G15638	0.512755675	0.445623171
G15639	-0.302999454	0.445655787
G15640	-0.138092045	0.445666053
G15641	-0.224822575	0.445697777
G15642	-0.142421281	0.445726377
G15643	0.210982847	0.445727472
G15644	0.201092219	0.44581384
G15645	0.143280806	0.445879528
G15646	-0.183690217	0.445922307
G15647	0.333710452	0.445948536
G15648	-0.219916429	0.445964116
G15649	0.268876977	0.446011282
G15650	0.314422262	0.446084912
G15651	0.155139813	0.446128749
G15652	-0.856710317	0.446145755
G15653	-0.304660044	0.446197968
G15654	-0.242184535	0.446282865
G15655	0.527549638	0.446285444
G15656	0.22757789	0.446347858
G15657	0.895186066	0.446353568
G15658	-0.320231903	0.446369751
G15659	-0.951048341	0.446427559
G15660	-1.277020529	0.446434145
G15661	0.225680469	0.446455607
G15662	1.314821993	0.446485364
G15663	0.257073519	0.446500223
G15664	-1.896742971	0.446510655
G15665	0.362341528	0.446518678
G15666	0.248116298	0.446527415
G15667	-2.252625823	0.446530765
G15668	-0.283263502	0.446557175
G15669	-0.207062217	0.446656484
G15670	1.295560629	0.446746017
G15671	0.978729785	0.446808321
G15672	0.227184536	0.446860571
G15673	-0.169750626	0.446873419
G15674	-0.836393155	0.446905268
G15675	0.208870511	0.446925471
G15676	0.236630127	0.446939081
G15677	0.521079412	0.447001303
G15678	-0.202641707	0.447006307
G15679	0.185942517	0.447010714
G15680	0.172036843	0.447206899
G15681	-0.720682232	0.447245322
G15682	-0.25914533	0.447270643
G15683	0.40735425	0.447315752
G15684	1.359675503	0.447355683
G15685	0.13690477	0.447390317
G15686	-0.726658876	0.447410313
G15687	0.708268317	0.44742774
G15688	-1.905178794	0.447546473
G15689	-1.905178794	0.447546473
G15690	-1.355613628	0.447554349
G15691	0.229885265	0.447611077
G15692	2.062199387	0.447675936
G15693	1.844598544	0.447727496
G15694	2.056447072	0.44773708
G15695	0.133665467	0.44775105
G15696	0.198549289	0.447837775
G15697	-1.164832915	0.447871631
G15698	1.247074109	0.447891269
G15699	0.238334236	0.447909086
G15700	-0.550188929	0.447913352
G15701	0.157557966	0.447932338
G15702	-0.222409734	0.447959029
G15703	-0.312367192	0.447973686
G15704	-0.200170131	0.448080708
G15705	-0.214879692	0.448081334
G15706	-0.432850118	0.448091348
G15707	0.206752448	0.44810706
G15708	-0.287158711	0.448134542
G15709	1.200850356	0.448138567
G15710	-0.235475526	0.448143894
G15711	0.210119618	0.448144779
G15712	0.34663155	0.448330847
G15713	-0.210914837	0.448354202
G15714	0.200071798	0.448405979
G15715	-0.218951118	0.448430581
G15716	0.32555487	0.448462577
G15717	0.353930899	0.448484658
G15718	2.249190083	0.448517075
G15719	-0.899075206	0.448776578
G15720	-2.996696091	0.448792694
G15721	-2.996696091	0.448792694
G15722	-2.996696091	0.448792694
G15723	-2.996696091	0.448792694
G15724	-2.996696091	0.448792694
G15725	-2.996696091	0.448792694
G15726	-2.996696091	0.448792694
G15727	-2.996696091	0.448792694
G15728	-2.996696091	0.448792694
G15729	-2.996696091	0.448792694
G15730	-2.996696091	0.448792694
G15731	-2.996696091	0.448792694
G15732	-2.996696091	0.448792694
G15733	-2.996696091	0.448792694
G15734	-2.996696091	0.448792694
G15735	-2.996696091	0.448792694
G15736	-2.996696091	0.448792694
G15737	-2.996696091	0.448792694
G15738	-2.996696091	0.448792694
G15739	-2.996696091	0.448792694
G15740	-2.996696091	0.448792694
G15741	-0.484251286	0.448804723
G15742	-0.654833685	0.448847514
G15743	-0.17724926	0.448871062
G15744	0.240446692	0.4489248
G15745	-0.270613546	0.44894123
G15746	1.499174788	0.448988957
G15747	-0.698260624	0.449068383
G15748	0.165141918	0.449137102
G15749	-0.174658445	0.449158194
G15750	-1.365395845	0.449200923
G15751	-0.158972144	0.449208561
G15752	2.179574216	0.449214079
G15753	0.126867076	0.449227749
G15754	-0.144845332	0.449301727
G15755	-0.131864281	0.449356412
G15756	-0.16630465	0.449369751
G15757	0.148946968	0.449380429
G15758	-0.681898326	0.449388689
G15759	0.229900271	0.449433993
G15760	2.532222987	0.449441239
G15761	2.532222987	0.449441239
G15762	-0.478875802	0.449450067
G15763	0.266162937	0.449514938
G15764	-0.194132917	0.449553557
G15765	-0.220394424	0.449725712
G15766	-0.148891968	0.449741179
G15767	0.193510284	0.449759971
G15768	0.47314827	0.449765933
G15769	-0.158684494	0.449774546
G15770	0.2124058	0.449811821
G15771	0.222722385	0.44984101
G15772	0.146676894	0.449997751
G15773	1.749312847	0.450009374
G15774	-0.201732195	0.450079559
G15775	-0.141776876	0.45010461
G15776	0.304574173	0.450143582
G15777	-0.271395766	0.450151052
G15778	0.145703709	0.450194321
G15779	0.17252206	0.450203268
G15780	-0.312540094	0.450330658
G15781	-0.163444943	0.450352745
G15782	0.119003112	0.450354015
G15783	1.642439259	0.450377357
G15784	-0.354810143	0.450464109
G15785	0.234128602	0.450501822
G15786	0.130517474	0.45066604
G15787	-0.143889915	0.450702923
G15788	0.278833627	0.450765709
G15789	0.468318425	0.450809414
G15790	-0.479940423	0.450815861
G15791	-0.22432012	0.450841048
G15792	0.328286938	0.450880726
G15793	-0.229376352	0.450912117
G15794	-0.570830766	0.450932185
G15795	-0.245652127	0.450960661
G15796	2.045596681	0.451009232
G15797	-0.124864921	0.451014587
G15798	0.131628162	0.451022139
G15799	1.829916503	0.451070275
G15800	1.385885465	0.451088978
G15801	-0.619696343	0.451124825
G15802	0.166525542	0.451224725
G15803	1.271207894	0.451330789
G15804	-0.359793621	0.451388559
G15805	0.137994163	0.451396249
G15806	0.195160342	0.451411958
G15807	0.149227244	0.451454374
G15808	0.728374285	0.451483967
G15809	-0.196376739	0.451523388
G15810	-0.375123938	0.451532529
G15811	0.170800577	0.451538992
G15812	0.217917577	0.45155917
G15813	-0.15556214	0.451620941
G15814	-0.168844155	0.451622228
G15815	0.133448594	0.451622684
G15816	-1.253189139	0.45162927
G15817	0.13151079	0.45163653
G15818	-0.386131735	0.451712463
G15819	-0.171778512	0.451745202
G15820	-0.323114261	0.451764378
G15821	-0.385647048	0.451764758
G15822	0.606681599	0.451772494
G15823	1.695225708	0.451786203
G15824	0.14968635	0.451789569
G15825	-0.377937707	0.45180083
G15826	-0.262737319	0.451801166
G15827	-0.154105934	0.451803683
G15828	0.256217592	0.451923183
G15829	0.698860471	0.45198443
G15830	-0.174658569	0.451992411
G15831	0.196909697	0.452033501
G15832	0.913155759	0.452078365
G15833	-0.809727093	0.452093936
G15834	-0.304043217	0.452126443
G15835	-0.13336779	0.452136331
G15836	-0.590552759	0.452184704
G15837	-0.467737994	0.452189376
G15838	0.192267674	0.452194837
G15839	-0.22796792	0.452218103
G15840	0.174476828	0.452245796
G15841	0.321378827	0.452259669
G15842	0.450496012	0.452281119
G15843	0.20742914	0.452318431
G15844	0.155660554	0.452487598
G15845	-0.235544486	0.45251526
G15846	0.215463366	0.452580039
G15847	0.175568175	0.452608939
G15848	0.265017857	0.452654199
G15849	0.213597351	0.452654336
G15850	0.146823725	0.452781301
G15851	-0.471462363	0.452790871
G15852	-1.350931148	0.452804081
G15853	0.17325669	0.45286961
G15854	2.49871159	0.452973817
G15855	2.49871159	0.452973817
G15856	0.183154237	0.452976166
G15857	0.143684792	0.453000307
G15858	-0.591624254	0.453108492
G15859	0.207974646	0.453122142
G15860	1.997891145	0.453225672
G15861	0.380195828	0.453304351
G15862	2.498710811	0.453426503
G15863	0.696786636	0.453640372
G15864	0.230153316	0.453642568
G15865	0.150319616	0.453645719
G15866	0.213504686	0.453658917
G15867	-0.892041502	0.453702503
G15868	-0.123399934	0.453722933
G15869	0.357100101	0.453783338
G15870	-0.228249867	0.453783855
G15871	-0.385841063	0.453840161
G15872	-2.820468458	0.453867163
G15873	-2.820468458	0.453867163
G15874	-2.820468458	0.453867163
G15875	-2.820468458	0.453867163
G15876	-2.820468458	0.453867163
G15877	0.13290055	0.45387196
G15878	-0.152457204	0.453875692
G15879	-0.982654387	0.453959778
G15880	0.163683611	0.453997439
G15881	-0.181642802	0.454041272
G15882	0.168509948	0.454117952
G15883	0.555956581	0.454121091
G15884	-0.136072842	0.454185852
G15885	-0.362796374	0.454218629
G15886	0.948472982	0.454229369
G15887	0.143717095	0.45423574
G15888	-0.196607271	0.454297313
G15889	0.202085443	0.454367977
G15890	-0.170090083	0.454385576
G15891	-0.199041089	0.454401789
G15892	-0.249496538	0.454406727
G15893	-0.799397791	0.454406899
G15894	0.34524711	0.454407618
G15895	0.142438815	0.454448837
G15896	-0.154297464	0.454452595
G15897	-0.163323039	0.454473576
G15898	-0.626951761	0.454499918
G15899	-0.162279857	0.454548597
G15900	0.137992655	0.45455495
G15901	-0.242247698	0.454555919
G15902	-0.199374678	0.454646101
G15903	-0.169136424	0.454674502
G15904	0.223144938	0.454698092
G15905	-0.443572711	0.454703471
G15906	0.297508117	0.454708846
G15907	0.352667316	0.454742467
G15908	-0.140064665	0.454784094
G15909	1.622941921	0.454796672
G15910	-0.458133276	0.454819165
G15911	-1.187068041	0.454887576
G15912	-0.529672365	0.454899958
G15913	0.887219761	0.454922085
G15914	2.179571206	0.454933388
G15915	0.145054042	0.45493759
G15916	-0.139460352	0.454990092
G15917	0.669524345	0.454991996
G15918	0.340437573	0.454997132
G15919	0.31258113	0.455000032
G15920	-0.676634857	0.45500815
G15921	1.424719924	0.455027816
G15922	-1.727772422	0.455095611
G15923	-0.226047222	0.455119402
G15924	0.132504081	0.455148838
G15925	0.2674924	0.455214491
G15926	0.767939157	0.455258876
G15927	-0.251125506	0.455259846
G15928	-0.14792113	0.455264865
G15929	2.036976656	0.455273181
G15930	0.556392623	0.455321268
G15931	-0.136378454	0.455400239
G15932	-0.512198467	0.455466879
G15933	0.364248279	0.455495338
G15934	-0.229903143	0.455599572
G15935	0.202599823	0.455680028
G15936	-0.516495199	0.455703992
G15937	0.420280431	0.455753676
G15938	0.302358413	0.455754954
G15939	-1.367108394	0.455794419
G15940	-0.263088595	0.455848742
G15941	-0.218217104	0.45588148
G15942	-0.206770395	0.455881568
G15943	2.029408621	0.455908044
G15944	0.228884908	0.455963191
G15945	-0.607073523	0.455964012
G15946	-0.179891222	0.456022464
G15947	-0.281500273	0.456046452
G15948	0.148677721	0.45614942
G15949	0.130576519	0.456152868
G15950	0.140282362	0.456169203
G15951	-0.212365512	0.456183142
G15952	1.315887576	0.456229148
G15953	0.136459037	0.456232043
G15954	0.197321084	0.456292527
G15955	0.131146163	0.45630152
G15956	0.264900909	0.456304632
G15957	0.119242663	0.456365695
G15958	0.203887976	0.456504406
G15959	-0.250562338	0.456546255
G15960	-0.205780577	0.456552212
G15961	-1.560709185	0.456602666
G15962	0.199807283	0.456732469
G15963	-1.06739194	0.456767954
G15964	-0.972545195	0.45677739
G15965	-0.379379287	0.456800782
G15966	-0.356455818	0.456927067
G15967	-0.259011831	0.456929045
G15968	0.286264535	0.456945927
G15969	1.068995664	0.457022342
G15970	0.179826851	0.457023924
G15971	0.846809341	0.457036108
G15972	-2.809050225	0.457111996
G15973	-2.809050225	0.457111996
G15974	-2.809050225	0.457111996
G15975	-2.809050225	0.457111996
G15976	-2.809050225	0.457111996
G15977	-2.809050225	0.457111996
G15978	-0.181188526	0.457121031
G15979	-0.331590606	0.45722158
G15980	0.237839866	0.457251381
G15981	0.2155411	0.457287147
G15982	-0.275741521	0.457401761
G15983	0.505453763	0.457406279
G15984	-2.386199571	0.457446014
G15985	-2.386199571	0.457446014
G15986	-2.386199571	0.457446014
G15987	0.441139958	0.457487662
G15988	0.139166496	0.457505983
G15989	-0.439918572	0.457506872
G15990	0.156789736	0.457517644
G15991	-0.336458108	0.457554808
G15992	-0.613552836	0.457610602
G15993	0.270950974	0.457623757
G15994	-0.370396233	0.457715734
G15995	0.308914588	0.457718706
G15996	-0.133858157	0.457815524
G15997	-0.210717415	0.457842046
G15998	-0.555818578	0.457878193
G15999	-0.68313312	0.457902565
G16000	-0.200641987	0.457973475
G16001	-0.454667765	0.457991226
G16002	-0.368275779	0.458020155
G16003	-0.343615192	0.45802544
G16004	-1.450185598	0.458055791
G16005	0.295337466	0.458067127
G16006	-0.271370141	0.458083197
G16007	-0.616436974	0.458083331
G16008	0.125023047	0.45810238
G16009	0.538578069	0.458128506
G16010	0.138856566	0.45813107
G16011	0.215442716	0.458144754
G16012	-0.376719816	0.458217707
G16013	0.151000235	0.458230362
G16014	0.307823722	0.458232686
G16015	-0.244004363	0.458291153
G16016	-0.173951012	0.458386409
G16017	-0.257840156	0.458398327
